id,age,gender,sign
3448,25,nb,scorpio
3449,23,female,virgo
3450,38,male,sagittarius
3451,39,female,capricorn
3452,38,male,virgo
3453,38,male,taurus
3454,53,male,gemini
3455,55,female,sagittarius
3456,58,male,taurus
3457,60,nb,cancer
3458,34,male,sagittarius
3459,34,female,gemini
3460,25,male,virgo
3461,22,male,capricorn
3462,18,female,leo
3463,18,female,pisces
3464,27,male,libra
3465,27,nb,cancer
3466,50,female,taurus
3467,48,male,capricorn
3468,45,male,scorpio
3469,45,female,pisces
3470,56,male,cancer
3471,56,male,capricorn
3472,28,female,scorpio
3473,30,male,scorpio
3474,49,female,leo
3475,49,male,aquarius
3476,31,female,leo
3477,33,male,leo
3478,20,male,capricorn
3479,19,female,aquarius
3480,19,female,aquarius
3481,19,male,capricorn
3482,47,male,libra
3483,47,nb,cancer
3484,32,female,leo
3485,32,female,taurus
3486,51,female,aries
3487,51,female,capricorn
3488,58,male,leo
3489,58,female,sagittarius
3490,36,female,cancer
3491,36,female,aries
3492,44,female,virgo
3493,42,female,cancer
3494,18,female,cancer
3495,18,female,aries
3496,28,female,gemini
3497,28,female,scorpio
3498,39,female,sagittarius
3499,37,male,scorpio
3500,42,male,capricorn
3501,44,male,pisces
3502,33,female,capricorn
3503,30,male,capricorn
3504,23,male,leo
3505,23,male,aries
3506,58,male,taurus
3507,57,nb,gemini
3508,21,male,taurus
3509,24,female,aries
3510,58,male,aries
3511,57,female,pisces
3512,42,male,aquarius
3513,43,male,aries
3514,34,nb,capricorn
3515,32,female,sagittarius
3516,42,female,aries
3517,44,male,taurus
3518,55,nb,sagittarius
3519,56,female,cancer
3520,42,male,pisces
3521,42,male,virgo
3522,32,female,taurus
3523,29,male,aquarius
3524,42,female,gemini
3525,41,nb,aquarius
3526,35,female,gemini
3527,34,male,aries
3528,18,male,sagittarius
3529,19,male,aquarius
3530,57,male,cancer
3531,57,male,capricorn
3532,56,male,gemini
3533,56,female,taurus
3534,18,male,virgo
3535,19,male,taurus
3536,45,male,capricorn
3537,42,male,taurus
3538,23,female,scorpio
3539,25,nb,scorpio
3540,46,male,taurus
3541,47,male,sagittarius
3542,47,male,aquarius
3543,47,female,libra
3544,26,male,leo
3545,25,female,aries
3546,48,nb,scorpio
3547,52,female,gemini
3548,43,nb,aquarius
3549,42,male,leo
3550,26,male,cancer
3551,26,male,virgo
3552,42,male,leo
3553,43,male,pisces
3554,54,male,gemini
3555,54,male,capricorn
3556,49,male,taurus
3557,53,female,scorpio
3558,28,female,gemini
3559,28,male,pisces
3560,52,female,taurus
3561,48,female,pisces
3562,23,female,aries
3563,23,female,libra
3564,56,male,aquarius
3565,53,male,gemini
3566,39,male,taurus
3567,40,female,leo
3568,33,female,gemini
3569,35,female,scorpio
3570,31,female,gemini
3571,32,male,pisces
3572,19,male,pisces
3573,19,male,capricorn
3574,39,male,libra
3575,39,female,aquarius
3576,47,female,virgo
3577,50,female,cancer
3578,35,nb,gemini
3579,35,nb,cancer
3580,39,male,libra
3581,41,female,libra
3582,43,female,capricorn
3583,44,female,leo
3584,23,male,taurus
3585,21,female,leo
3586,26,female,virgo
3587,23,male,aquarius
3588,45,female,leo
3589,43,male,taurus
3590,20,male,aries
3591,18,female,libra
3592,32,nb,cancer
3593,32,female,libra
3594,52,male,pisces
3595,52,female,taurus
3596,52,male,virgo
3597,55,nb,libra
3598,24,male,taurus
3599,24,male,sagittarius
3600,51,female,sagittarius
3601,53,female,virgo
3602,25,male,aquarius
3603,25,nb,taurus
3604,30,female,gemini
3605,30,male,cancer
3606,22,nb,virgo
3607,23,nb,taurus
3608,53,female,sagittarius
3609,54,female,aquarius
3610,49,female,scorpio
3611,52,male,sagittarius
3612,40,male,taurus
3613,39,male,taurus
3614,38,male,libra
3615,38,male,libra
3616,49,female,scorpio
3617,52,female,capricorn
3618,52,male,scorpio
3619,52,female,sagittarius
3620,53,female,virgo
3621,54,female,taurus
3622,36,male,sagittarius
3623,38,male,aquarius
3624,28,male,aquarius
3625,25,female,aries
3626,32,female,aries
3627,33,female,virgo
3628,37,female,virgo
3629,36,male,taurus
3630,51,male,capricorn
3631,50,male,aquarius
3632,21,female,pisces
3633,19,female,sagittarius
3634,59,nb,taurus
3635,59,male,libra
3636,26,female,libra
3637,26,nb,aries
3638,38,male,cancer
3639,42,female,scorpio
3640,38,female,sagittarius
3641,38,male,sagittarius
3642,31,female,libra
3643,34,male,sagittarius
3644,30,female,leo
3645,27,nb,scorpio
3646,54,male,gemini
3647,55,female,virgo
3648,51,female,leo
3649,51,female,scorpio
3650,37,male,virgo
3651,39,male,sagittarius
3652,46,male,sagittarius
3653,46,nb,aries
3654,31,male,taurus
3655,29,female,taurus
3656,26,female,aries
3657,26,male,capricorn
3658,53,female,leo
3659,53,female,leo
3660,25,female,taurus
3661,24,male,scorpio
3662,43,male,pisces
3663,43,male,cancer
3664,43,female,sagittarius
3665,44,female,taurus
3666,51,female,leo
3667,51,male,aquarius
3668,22,female,sagittarius
3669,24,female,scorpio
3670,45,male,virgo
3671,43,female,scorpio
3672,39,male,aries
3673,39,nb,capricorn
3674,34,nb,aries
3675,36,male,scorpio
3676,27,male,virgo
3677,23,male,aries
3678,27,female,scorpio
3679,28,male,libra
3680,33,male,gemini
3681,32,female,pisces
3682,36,female,pisces
3683,36,female,capricorn
3684,25,male,sagittarius
3685,24,female,sagittarius
3686,22,female,virgo
3687,22,female,virgo
3688,43,female,aries
3689,43,female,aquarius
3690,46,male,capricorn
3691,45,male,virgo
3692,45,female,scorpio
3693,46,female,virgo
3694,21,nb,cancer
3695,20,female,capricorn
3696,59,female,libra
3697,58,nb,pisces
3698,32,female,cancer
3699,30,male,aries
3700,32,female,sagittarius
3701,33,male,libra
3702,40,female,sagittarius
3703,38,female,capricorn
3704,45,female,aquarius
3705,44,male,aquarius
3706,40,nb,aquarius
3707,40,male,virgo
3708,22,male,gemini
3709,20,nb,virgo
3710,59,female,leo
3711,59,nb,sagittarius
3712,41,female,virgo
3713,42,male,cancer
3714,20,female,leo
3715,20,male,virgo
3716,41,female,pisces
3717,40,female,capricorn
3718,18,male,cancer
3719,19,male,leo
3720,54,female,capricorn
3721,52,male,capricorn
3722,58,female,capricorn
3723,58,female,pisces
3724,24,female,aquarius
3725,26,female,virgo
3726,24,nb,capricorn
3727,24,male,taurus
3728,28,nb,capricorn
3729,30,female,cancer
3730,47,male,scorpio
3731,49,female,leo
3732,30,male,pisces
3733,32,female,sagittarius
3734,24,male,virgo
3735,25,female,capricorn
3736,57,male,cancer
3737,60,male,libra
3738,29,male,aries
3739,26,female,scorpio
3740,31,female,scorpio
3741,31,male,aquarius
3742,29,female,cancer
3743,28,female,aquarius
3744,57,male,gemini
3745,56,female,libra
3746,26,nb,cancer
3747,26,female,aries
3748,54,female,cancer
3749,56,male,libra
3750,45,male,capricorn
3751,47,male,aries
3752,48,male,aquarius
3753,48,male,libra
3754,44,female,aquarius
3755,44,male,gemini
3756,29,male,taurus
3757,25,female,pisces
3758,21,nb,sagittarius
3759,21,female,taurus
3760,54,male,leo
3761,53,nb,gemini
3762,52,nb,pisces
3763,52,male,gemini
3764,53,male,sagittarius
3765,52,male,taurus
3766,26,male,pisces
3767,28,male,capricorn
3768,19,male,leo
3769,20,male,aquarius
3770,35,female,gemini
3771,35,female,gemini
3772,59,male,virgo
3773,59,female,cancer
3774,36,male,cancer
3775,34,female,virgo
3776,36,female,libra
3777,37,female,gemini
3778,37,female,aries
3779,40,male,pisces
3780,35,female,capricorn
3781,34,female,leo
3782,54,female,taurus
3783,54,female,capricorn
3784,34,male,sagittarius
3785,37,male,gemini
3786,59,female,sagittarius
3787,59,female,cancer
3788,56,female,sagittarius
3789,56,female,cancer
3790,58,male,taurus
3791,57,female,leo
3792,28,male,aquarius
3793,29,female,sagittarius
3794,43,male,scorpio
3795,43,male,capricorn
3796,47,female,aquarius
3797,47,female,aquarius
3798,21,male,aquarius
3799,20,male,leo
3800,33,female,leo
3801,35,female,virgo
3802,50,female,capricorn
3803,52,male,virgo
3804,45,nb,cancer
3805,46,female,pisces
3806,24,male,aries
3807,24,male,sagittarius
3808,53,female,virgo
3809,54,female,sagittarius
3810,40,male,libra
3811,37,female,libra
3812,28,female,capricorn
3813,28,male,capricorn
3814,51,male,leo
3815,52,female,pisces
3816,42,nb,virgo
3817,42,nb,gemini
3818,29,male,cancer
3819,29,nb,libra
3820,39,female,scorpio
3821,40,male,libra
3822,26,nb,leo
3823,25,male,taurus
3824,24,male,gemini
3825,26,female,leo
3826,41,nb,gemini
3827,42,male,sagittarius
3828,44,male,aries
3829,44,female,sagittarius
3830,53,nb,sagittarius
3831,54,male,pisces
3832,37,female,libra
3833,34,nb,taurus
3834,47,male,libra
3835,48,male,virgo
3836,42,male,libra
3837,43,female,sagittarius
3838,55,female,taurus
3839,53,female,aries
3840,56,male,gemini
3841,54,female,leo
3842,53,female,leo
3843,53,female,capricorn
3844,40,female,aries
3845,41,male,aries
3846,58,female,aquarius
3847,57,female,libra
3848,49,male,libra
3849,50,male,pisces
3850,43,female,aries
3851,44,male,capricorn
3852,48,male,libra
3853,50,male,pisces
3854,59,female,capricorn
3855,55,female,taurus
3856,43,female,aries
3857,43,male,scorpio
3858,57,nb,libra
3859,56,female,pisces
3860,27,female,gemini
3861,25,female,aquarius
3862,35,male,capricorn
3863,35,female,cancer
3864,51,male,taurus
3865,51,female,sagittarius
3866,44,female,capricorn
3867,42,female,libra
3868,21,male,aquarius
3869,18,female,taurus
3870,40,female,scorpio
3871,38,male,aries
3872,26,female,aquarius
3873,27,nb,taurus
3874,46,female,taurus
3875,46,female,gemini
3876,55,male,pisces
3877,52,male,capricorn
3878,59,female,cancer
3879,59,female,capricorn
3880,59,male,pisces
3881,60,female,scorpio
3882,22,female,libra
3883,22,male,gemini
3884,35,female,taurus
3885,35,female,aquarius
3886,58,male,aquarius
3887,56,male,capricorn
3888,30,male,leo
3889,31,male,taurus
3890,30,female,libra
3891,30,male,pisces
3892,58,female,scorpio
3893,57,female,leo
3894,52,male,gemini
3895,52,male,aquarius
3896,23,female,libra
3897,25,male,taurus
3898,23,male,virgo
3899,21,male,taurus
3900,19,female,sagittarius
3901,19,male,aquarius
3902,42,nb,pisces
3903,45,male,sagittarius
3904,37,female,gemini
3905,41,male,pisces
3906,37,nb,gemini
3907,35,male,leo
3908,39,male,taurus
3909,38,female,taurus
3910,29,nb,aquarius
3911,29,male,capricorn
3912,55,female,aquarius
3913,57,male,scorpio
3914,21,female,virgo
3915,20,female,gemini
3916,34,male,aries
3917,34,male,gemini
3918,31,nb,pisces
3919,29,male,leo
3920,59,female,aries
3921,60,male,sagittarius
3922,43,female,capricorn
3923,43,female,taurus
3924,30,female,cancer
3925,30,male,sagittarius
3926,39,male,gemini
3927,37,male,cancer
3928,34,male,capricorn
3929,35,female,scorpio
3930,19,female,taurus
3931,20,female,aquarius
3932,19,female,sagittarius
3933,18,male,taurus
3934,36,female,libra
3935,36,female,sagittarius
3936,55,male,gemini
3937,55,male,capricorn
3938,20,male,cancer
3939,19,female,gemini
3940,42,male,gemini
3941,41,male,scorpio
3942,49,female,capricorn
3943,49,female,cancer
3944,35,female,libra
3945,36,male,leo
3946,51,female,taurus
3947,54,male,aries
3948,34,male,aries
3949,34,male,aries
3950,23,female,capricorn
3951,22,male,scorpio
3952,48,male,gemini
3953,46,male,sagittarius
3954,50,female,pisces
3955,51,male,leo
3956,43,male,gemini
3957,43,female,taurus
3958,18,male,aquarius
3959,20,male,gemini
3960,31,female,capricorn
3961,31,male,gemini
3962,18,male,aries
3963,18,female,aries
3964,44,male,taurus
3965,44,female,pisces
3966,59,female,sagittarius
3967,57,female,scorpio
3968,59,nb,aquarius
3969,58,female,gemini
3970,32,female,sagittarius
3971,30,nb,aries
3972,28,male,cancer
3973,28,male,cancer
3974,44,male,gemini
3975,44,male,virgo
3976,56,female,aquarius
3977,57,male,libra
3978,24,female,sagittarius
3979,25,male,gemini
3980,57,male,libra
3981,55,female,aries
3982,45,female,taurus
3983,45,male,gemini
3984,24,male,capricorn
3985,22,female,virgo
3986,31,female,virgo
3987,32,male,sagittarius
3988,48,male,aries
3989,48,female,gemini
3990,51,female,virgo
3991,53,male,aries
3992,54,male,sagittarius
3993,53,female,capricorn
3994,56,male,virgo
3995,56,female,scorpio
3996,27,female,aries
3997,27,female,libra
3998,30,female,scorpio
3999,29,female,pisces
4000,19,female,pisces
4001,21,female,libra
4002,44,male,aries
4003,45,male,sagittarius
4004,59,male,scorpio
4005,58,nb,sagittarius
4006,22,male,aquarius
4007,23,male,gemini
4008,49,male,cancer
4009,49,female,pisces
4010,19,male,pisces
4011,19,female,capricorn
4012,33,female,sagittarius
4013,33,nb,sagittarius
4014,26,male,virgo
4015,28,male,aquarius
4016,59,male,libra
4017,59,female,virgo
4018,18,female,capricorn
4019,18,male,leo
4020,28,female,sagittarius
4021,28,male,taurus
4022,47,female,virgo
4023,47,male,taurus
4024,59,male,sagittarius
4025,61,female,libra
4026,32,female,scorpio
4027,32,female,scorpio
4028,42,male,aquarius
4029,41,male,capricorn
4030,24,male,sagittarius
4031,24,male,libra
4032,49,male,cancer
4033,49,male,taurus
4034,50,male,pisces
4035,50,nb,capricorn
4036,37,male,pisces
4037,37,male,taurus
4038,53,male,scorpio
4039,52,male,aquarius
4040,29,male,taurus
4041,30,female,sagittarius
4042,54,male,aquarius
4043,56,male,cancer
4044,34,female,aquarius
4045,35,female,scorpio
4046,41,male,gemini
4047,40,nb,gemini
4048,43,female,scorpio
4049,43,female,aries
4050,25,female,gemini
4051,26,female,aquarius
4052,49,female,taurus
4053,50,female,scorpio
4054,25,female,gemini
4055,29,male,libra
4056,49,male,aquarius
4057,49,female,aries
4058,40,nb,pisces
4059,40,female,sagittarius
4060,49,female,virgo
4061,50,male,leo
4062,47,male,aquarius
4063,47,female,scorpio
4064,34,female,capricorn
4065,35,male,scorpio
4066,53,male,aries
4067,53,female,pisces
4068,33,female,cancer
4069,33,nb,aries
4070,56,female,scorpio
4071,54,male,sagittarius
4072,47,male,virgo
4073,48,female,capricorn
4074,41,male,aries
4075,42,female,taurus
4076,40,nb,pisces
4077,40,female,virgo
4078,35,male,aquarius
4079,37,female,gemini
4080,23,male,pisces
4081,20,female,aquarius
4082,48,female,virgo
4083,48,male,sagittarius
4084,33,nb,cancer
4085,33,female,sagittarius
4086,19,female,gemini
4087,18,female,virgo
4088,48,female,virgo
4089,50,female,capricorn
4090,50,female,sagittarius
4091,52,male,pisces
4092,59,female,scorpio
4093,61,female,libra
4094,35,nb,cancer
4095,35,male,libra
4096,41,female,aries
4097,41,male,pisces
4098,24,female,gemini
4099,26,female,capricorn
4100,56,male,leo
4101,55,female,leo
4102,20,female,pisces
4103,18,female,libra
4104,30,nb,aquarius
4105,30,female,cancer
4106,43,male,libra
4107,43,male,scorpio
4108,29,male,pisces
4109,29,male,taurus
4110,38,male,sagittarius
4111,36,female,virgo
4112,39,male,cancer
4113,36,male,cancer
4114,42,male,cancer
4115,41,male,pisces
4116,50,female,libra
4117,49,female,capricorn
4118,30,female,libra
4119,29,female,capricorn
4120,56,female,aquarius
4121,57,male,pisces
4122,33,nb,gemini
4123,33,female,scorpio
4124,19,male,libra
4125,20,male,gemini
4126,56,female,sagittarius
4127,53,female,cancer
4128,23,male,libra
4129,23,male,capricorn
4130,37,male,aries
4131,37,female,capricorn
4132,22,female,libra
4133,23,male,virgo
4134,22,male,cancer
4135,22,male,aquarius
4136,57,female,gemini
4137,54,female,capricorn
4138,43,male,leo
4139,41,nb,leo
4140,28,male,gemini
4141,28,male,aquarius
4142,29,male,cancer
4143,29,male,aries
4144,25,female,taurus
4145,25,male,capricorn
4146,49,male,leo
4147,53,female,virgo
4148,25,male,pisces
4149,21,male,virgo
4150,58,female,taurus
4151,56,female,libra
4152,41,male,aquarius
4153,39,nb,gemini
4154,46,female,libra
4155,46,female,pisces
4156,38,female,cancer
4157,38,female,virgo
4158,42,male,leo
4159,45,male,cancer
4160,20,male,taurus
4161,18,female,scorpio
4162,59,female,scorpio
4163,59,male,capricorn
4164,36,male,taurus
4165,39,female,libra
4166,32,male,scorpio
4167,32,female,aquarius
4168,37,female,taurus
4169,37,female,cancer
4170,35,male,aries
4171,37,male,capricorn
4172,38,female,cancer
4173,40,nb,leo
4174,41,male,leo
4175,41,female,taurus
4176,49,male,aquarius
4177,49,female,pisces
4178,44,female,taurus
4179,44,male,taurus
4180,23,nb,leo
4181,26,male,sagittarius
4182,47,male,virgo
4183,49,female,libra
4184,21,male,capricorn
4185,19,male,scorpio
4186,31,male,sagittarius
4187,33,female,virgo
4188,34,male,aries
4189,32,female,sagittarius
4190,53,male,gemini
4191,51,male,scorpio
4192,43,female,gemini
4193,46,male,gemini
4194,33,male,sagittarius
4195,34,female,taurus
4196,48,male,taurus
4197,48,male,aquarius
4198,58,female,capricorn
4199,58,female,pisces
4200,30,female,aries
4201,29,female,aquarius
4202,47,female,capricorn
4203,47,female,gemini
4204,18,male,gemini
4205,18,male,libra
4206,20,male,aquarius
4207,18,male,gemini
4208,38,male,aries
4209,38,female,pisces
4210,33,male,aries
4211,33,female,virgo
4212,55,nb,aries
4213,52,female,capricorn
4214,35,male,aquarius
4215,38,male,aquarius
4216,53,female,virgo
4217,56,male,sagittarius
4218,48,female,sagittarius
4219,50,male,gemini
4220,21,male,capricorn
4221,21,male,taurus
4222,43,female,aries
4223,42,male,taurus
4224,32,female,scorpio
4225,28,male,sagittarius
4226,50,male,pisces
4227,48,male,sagittarius
4228,24,male,libra
